,Name,Address,Price,Size,Distance to beach,Distance to airport,Pool,Car,Non-smoking room,Near beach,WiFi,Family room,Bar,Breakfast
292,Van apartment,"28 lê lộ phường mỹ an, Ngũ Hành Sơn, Đà Nẵng, Vietnam, Đà Nẵng, Việt Nam",388.0,40,0.3,4.3,0,0,1,1,0,1,0,0
293,Maple Suite Hotel & Apartment,"90 Le Manh Trinh, Danang, Da-Nang, Đà Nẵng, Việt Nam",640.0,28,0.25,4.7,0,0,1,1,1,1,0,0
294,Hồng Phúc 4 Hotel,"14 Ha Chuong, My Thanh Ward, Đà Nẵng, Việt Nam",431.0,18,0.2,4.6,0,0,1,1,1,1,0,0
295,Sandy Beach Non Nuoc Resort,"21 Truong Sa, Hoa Hai Ward, Ngu Hanh Son District, 5000 Đà Nẵng, Việt Nam",930.0,32,0.1,7.0,1,1,1,0,1,1,1,0
296,KaKa Hotel Han River,"22 Bach Dang, Hai Chau District , Đà Nẵng, Việt Nam",488.0,27,2.4,3.2,0,1,1,0,1,1,0,0
297,Bamboo Hotel,"418 Nguyen Tri Phuong, Đà Nẵng, Việt Nam",371.0,28,2.5,1.100000000000001,0,0,1,0,1,1,0,0
298,Awaken Da Nang Hotel,"148 Võ Nguyên Giáp, P. Phước Mỹ, Q. Sơn Trà, Đà Nẵng, Việt Nam",1817.0,30,0.15,4.9,1,1,1,1,1,1,1,0
299,Flexi Hotel & Apartment,"35 Thái Phiên, Đà Nẵng, Việt Nam",958.0,48,2.5,2.3,0,1,1,0,1,1,1,0
300,Fusion Suites Da Nang - Daily Reflexology Inclusive,"An Cu 5 Residential, Vo Nguyen Giap street, Man Thai ward, Son Tra district,, Đà Nẵng, Việt Nam",1702.0,37,0.05,5.0,0,0,1,1,1,1,0,0
301,Danang Ocean Resort & Spa Non Nuoc Beach Villas,"The Ocean Villas, Truong Sa Street, Ngu Hanh Son District, Đà Nẵng, Việt Nam",3616.5,120,0.25,7.099999999999999,1,1,0,0,1,1,1,0
302,Agena Sea Hotel,"54 Phan Liêm, Đà Nẵng, Việt Nam",899.0,25,0.2,4.4,0,1,1,0,1,1,0,0
303,Dérive Boutique Villa & Apartment Da Nang,"70 Lê Mạnh Trinh, Đà Nẵng, Việt Nam",864.0,35,0.3,4.7,1,1,1,0,1,1,0,0
304,The Ocean Villas Managed by The Ocean Resort,"The Ocean Villas, Truong Sa Street, Group 74, Hoa Hai Ward, Ngu Hanh Son District, Đà Nẵng, Việt Nam",2502.0,56,0.3,7.099999999999999,1,1,1,0,1,1,1,0
305,Kingdom Danang Hotel,"234 Ho Nghinh, Đà Nẵng, Việt Nam",476.0,19,0.3,4.4,0,1,1,0,1,1,0,0
306,Hung Anh Hotel,"23 - 25 Vo Van Kiet, Son Tra, Đà Nẵng, Việt Nam",547.0,25,0.15,4.6,1,1,1,1,1,1,1,0
307,An Thuyen Hotel,"114 Nguyễn Xuân Khoát, Đà Nẵng, Việt Nam",450.0,20,1.2,3.7,0,1,1,0,1,1,1,0
308,Sanouva Da Nang Hotel,"68 Phan Chau Trinh, Hai Chau, Đà Nẵng, Việt Nam",1335.0,32,2.1,2.1,1,1,1,0,1,1,1,0
309,Minh Quân Hotel - Đà Nẵng Center,"121 Phan Đăng Lưu, Đà Nẵng, Việt Nam",500.0,20,3.8,1.100000000000001,1,0,1,0,1,1,1,0
310,The Sail Hotel,"11 Đỗ Bá, Đà Nẵng, Việt Nam",898.0,30,0.2,4.3,1,0,1,1,1,1,1,1
311,Camellia Family Suites,"115 Bà Huyện Thanh Quan, Đà Nẵng, Việt Nam",900.0,50,0.45,4.2,1,0,1,0,1,1,0,0
312,Grand Ocean Luxury Boutique,"27-29 Phan Liem, Đà Nẵng, Việt Nam",889.0,27,0.2,4.4,1,1,1,0,1,0,1,0
313,My Little Pig home,"An Nhơn 1 04, Đà Nẵng, Việt Nam",480.0,30,1.4,3.5,0,0,1,0,1,1,0,0
314,M92 Boutique Da Nang Beach Hotel,"01 Nguyen Cao Luyen, Đà Nẵng, Việt Nam",945.0,25,0.5,4.4,1,1,1,0,1,1,0,0
315,Pandora Boutique Hotel - Managed by ATH,"21-23 Phan Tôn, Đà Nẵng, Việt Nam",680.0,25,0.25,4.3,1,1,1,0,1,1,0,0
316,White Sand Boutique Hotel,"89-91 Võ Văn kiệt, 550000 Đà Nẵng, Việt Nam",901.0,25,0.4,4.3,1,1,1,0,1,1,0,0
317,Hùng Thư Motel,"183 Hồ Hán Thương, Đà Nẵng, Việt Nam",250.0,18,2.2,4.4,0,0,1,0,1,1,0,0
318,KOI Resort & Residence Da Nang,"11 Trường Sa, Đà Nẵng, Việt Nam",3616.5,45,0.03,6.0,1,0,1,0,1,1,1,0
319,Mai Boutique Villa,"Lot I-09 Pham Van Dong, An Hai Bac Ward, Son Tra District, Đà Nẵng, Việt Nam",600.0,20,0.4,4.4,0,1,1,0,1,1,1,0
320,Le House Hotel and Studio,"134 Le Van Thinh, Đà Nẵng, Việt Nam",332.0,18,0.45,3.4,0,0,1,1,1,1,0,0
321,Royal Beach Hotel by THG,"70 -72 Loseby, Son Tra, Da Nang, Vietnam, Đà Nẵng, Việt Nam",475.0,27,0.4,4.6,0,1,1,1,1,1,0,0
322,Gold Plaza Hotel Da Nang,"11 Tran Thi Ly Street, Hoa Cuong Bac Ward, Hai Chau District, Đà Nẵng, Việt Nam",727.0,30,2.9,1.8,1,0,1,0,0,1,1,0
323,Beach View Home Mỹ Khê Đà Nẵng,"270 Võ Nguyên Giáp, Đà Nẵng, Việt Nam",1710.0,68,0.05,4.5,0,1,1,1,1,1,0,0
324,Rosa Bayside Guesthouse,"501 Nguyen Tat Thanh, Đà Nẵng, Việt Nam",300.0,20,0.3,1.3,0,0,1,0,1,1,0,0
325,Adaline Hotel and Suite,"45-47 Vo Van Kiet , Son Tra District, Da Nang City, Đà Nẵng, Việt Nam",790.0,22,0.25,4.5,1,1,1,0,1,1,1,0
326,San San Hotel Da Nang,"54 An Thuong 26, My An, Ngu Hanh Son, Đà Nẵng, Việt Nam",358.0,30,0.2,4.4,0,0,1,1,1,1,0,0
327,ELC Beach Hotel,"66 Ha Bong, Phuoc My, Son Tra, Đà Nẵng, Việt Nam",494.0,20,0.2,4.6,0,0,1,1,1,1,0,0
328,Royal Charm Hotel,"Lot 46 Tran Bach Dang, Ngu Hanh Son, Đà Nẵng, Việt Nam",626.0,25,0.1,4.4,0,1,1,1,1,1,0,0
329,Prague Hotel,"75 Duong Dinh Nghe, Đà Nẵng, Việt Nam",600.0,28,0.45,4.4,1,1,1,0,1,1,1,1
330,Airport homestay,"34 Thi Sách 34/28 thi sách, Đà Nẵng, Việt Nam",419.0,20,2.2,1.100000000000001,0,0,1,0,1,1,0,0
331,Le Boutique Danang,"43 Vo Nghia, Đà Nẵng, Việt Nam",1125.0,24,0.2,4.8,1,1,1,0,0,1,1,0
332,Seahorse Signature Danang Hotel by Haviland,"05 Huỳnh Thúc Kháng, Đà Nẵng, Việt Nam",1084.0,35,2.3,1.8,1,0,1,0,1,1,0,0
333,OYO 998 Loan Anh 2 Hotel,"887, Nguyễn Tất Thành, Thanh Khê, Da-Nang, Đà Nẵng, Việt Nam",205.0,18,0.05,1.100000000000001,0,0,1,0,1,1,0,0
334,Di Lusso Boutique Riverside Danang Hotel,"14th Bach Dang street, Đà Nẵng, Việt Nam",604.0,25,2.4,3.2,0,0,1,0,1,1,1,0
335,SPOT ON 1222 Song Han Motel,"785, Ngo Quyen, An Hai Bac, Son Tra, Da Nang, Vietnam, Da-Nang, Đà Nẵng, Việt Nam",190.0,25,1.5,3.4,0,0,1,0,1,1,0,0
336,Hotel Cherry,"20 Đỗ Bí, Đà Nẵng, Việt Nam",750.0,28,0.2,4.4,1,1,1,1,0,1,1,0
337,Muong Thanh Luxury Da Nang Hotel,"270 Vo Nguyen Giap, My An Ward, Ngu Hanh Son District, Đà Nẵng, Việt Nam",1397.0,35,0.05,4.5,1,1,1,1,1,0,1,0
338,Samdi Da Nang Airport Hotel,"331-337 Nguyen Van Linh, Đà Nẵng, Việt Nam",574.0,18,1.7,1.100000000000001,0,1,1,0,1,1,1,0
339,Abogo Point Resort Villa Pool Golf Da Nang,"The Point Villa, Trường Sa, Street, Ngũ Hành Sơn, Đà Nẵng Abogo, Đà Nẵng, Việt Nam",3616.5,120,0.5,7.099999999999999,1,1,1,0,1,1,0,0
340,OYO 1168 Elly's Home 2,"261 Hồ Nghinh, Đà Nẵng, Việt Nam",177.0,22,0.3,4.5,0,0,1,0,1,1,0,0
341,My Suites Danang Beach,"35/29 Duong Dinh Nghe, Son Tra, Đà Nẵng, Việt Nam",610.0,27,0.25,4.5,0,1,1,1,1,1,0,0
342,RUBY STAR HOTEL,"138 Nguyễn Văn Thoại, phường Mỹ An, Quận Ngũ Hành Sơn, thành phố Đà Nẵng, Việt Nam, Đà Nẵng, Việt Nam",825.0,27,0.05,4.5,1,1,1,0,1,1,1,0
343,Fivitel Da Nang,"388 Tran Hung Dao street, An Hai Tay Ward, Đà Nẵng, Việt Nam",867.0,28,1.6,3.0,1,1,1,0,1,1,1,0
344,Haka Boutique Hotel,"71 Tran Dinh Dan, Đà Nẵng, Việt Nam",648.0,25,0.25,5.0,1,1,1,0,1,1,1,0
345,Sepon Blue Hotel,"157-159 Võ Văn Kiệt, Đà Nẵng, Việt Nam",718.0,21,0.35,4.4,1,1,1,0,1,1,1,1
346,Grand Tourane Hotel Da Nang,"252 Vo Nguyen Giap, Phuoc My, Son Tra, Đà Nẵng, Việt Nam",2289.0,32,0.03,4.7,1,0,1,1,1,1,1,0
347,Muong Thanh Luxury Song Han Hotel,"115 Nguyen Van Linh Street, Nam Duong Ward, Hai Chau District, Đà Nẵng, Việt Nam",1050.0,45,2.2,1.6,1,1,1,0,1,1,1,0
348,Thè HEM Hotel and Apartment,"89 Thủ Khoa Huân, Đà Nẵng, Việt Nam",931.0,30,0.55,4.0,1,1,1,0,1,1,0,0
349,Delicate Serviced Apartment And Hotel,"85 Đỗ Bí, P. Mỹ An, Q. Ngũ Hành Sơn, Đà Nẵng,-­592883, Đà Nẵng, Việt Nam",500.0,35,0.2,4.4,0,1,1,0,0,1,0,0
350,Babylon Garden Da Nang,"30 Ha Bong, Đà Nẵng, Việt Nam",649.0,26,0.2,4.6,1,1,1,0,1,1,1,0
351,Sena home 4th-Rooftop Overlooking Danang Dragon bridge,"3/12 Ha Thi Than, Son Tra, Danang 3/12, Đà Nẵng, Việt Nam",423.0,20,1.6,3.1,0,0,1,0,0,1,0,0
352,The Shine Hotel Da Nang,"255 Lê Văn Hiến, Đà Nẵng, Việt Nam",320.0,21,0.85,5.0,1,0,1,0,1,1,1,0
353,Super OYO 266 Golden Gate,"69 Le Hong Phong, Da Nang, 550000 Đà Nẵng, Việt Nam",216.0,15,2.2,1.9,0,0,1,0,1,0,0,0
354,SEA QUEEN Hotel,"155-157 Le Quang Dao, Ngu Hanh Son, Đà Nẵng, Việt Nam",717.0,25,0.3,4.2,1,1,1,0,1,1,1,0
355,Estrella Boutique Hotel,"145 Nguyễn Văn Thoại, Đà Nẵng, Việt Nam",875.0,24,0.65,3.9,1,1,1,0,1,1,1,0
356,Anh Phuong Hotel & Apartment,"58 Lý Thánh Tông, Đà Nẵng, Việt Nam",360.0,28,0.9,4.0,0,1,1,1,1,1,0,0
357,Hà Linh Apartment,"K08/09 Hà Bổng Căn hộ Hà Linh, Đà Nẵng, Việt Nam",850.0,30,0.2,4.6,0,1,1,1,0,1,0,0
358,FSTAY - COZY AND PEACEFUL HOMESTAY DA NANG,"K52/48 Đinh Tiên Hoàng, Thanh Bình, Hải Châu, Đà Nẵng, Việt Nam",365.0,17,0.9,1.8,0,0,1,1,0,1,0,0
359,Motel Thanh Long,"85 Trần Anh Tông 3, Đà Nẵng, Việt Nam",200.0,36,0.35,3.2,0,1,1,1,1,1,0,0
360,The Leaf Boutique,"38 Võ Nguyên Giáp 38 Vo Nguyen Giap Str, Man Thai Ward, Son Tra Dist, Danang City, Đà Nẵng, Việt Nam",2240.0,25,0.008,5.0,1,1,1,1,1,1,1,0
361,Capital O 215 An Duc Hotel Da Nang,"117 Minh Mang, Khue My Ward, Ngu Hanh Son District, Đà Nẵng, Việt Nam",281.0,18,0.7,5.0,0,0,1,0,1,0,1,0
362,Golden Sea 3 Hotel,"242 Vo Nguyen Giap, Son Tra, Da Nang, Đà Nẵng, Việt Nam",1099.0,32,0.1,4.7,1,1,1,0,1,1,1,0
363,"voco Ma Belle Danang, an IHG Hotel","168 Vo Nguyen Giap Street, null Đà Nẵng, Việt Nam",2597.0,36,0.15,4.9,1,0,1,1,1,1,1,0
364,Royal Lotus Hotel Danang,"120A Nguyen Van Thoai Str, Ngu Hanh Son Dist, Đà Nẵng, Việt Nam",1159.0,24,0.35,4.2,1,1,1,0,1,1,1,0
365,Nesta Hotel Da Nang,"268 Võ Nguyên Giáp, Đà Nẵng, Việt Nam",1433.0,25,0.05,4.5,1,0,1,0,1,0,1,0
366,Tam House Villa Hotel,"209 Nguyễn Văn Thoại Quận Sơn Trà, Đà Nẵng, Việt Nam",1638.0,40,0.4,4.3,1,1,1,1,1,1,0,0
367,Abogo Resort Villa Beach Premium,"27P2+RF Ngũ Hành Sơn, Đà Nẵng, Việt Nam, Đà Nẵng, Việt Nam",3616.5,120,0.25,4.6,1,0,1,0,1,1,1,0
368,SH Europa- Biển Mỹ Khê Phố Đi Bộ An Thượng,"15 An Thuong 26 Street, Ngu Hanh Son District, Đà Nẵng, Việt Nam",608.0,20,0.3,4.3,1,1,1,1,1,1,1,0
369,Lavender Riverside Hotel,"198-200 2/9 Street, Hai Chau District, Đà Nẵng, Việt Nam",594.0,25,2.8,1.8,0,1,1,0,1,1,0,0
370,Dai A Hotel,"51 Yen Bai Street, Hai Chau District, Đà Nẵng, Việt Nam",820.0,20,2.4,2.3,1,0,1,0,1,1,0,0
371,The Nalod Da Nang,"192 Vo Nguyen Giap, Son Tra District, Đà Nẵng, Việt Nam",1458.0,38,0.1,4.8,1,1,1,1,1,1,1,0
372,OYO 1190 Valentin Hotel,"470, 470 Nguyen Luong Bang, Hoa Hiep Nam, Lien Chieu, Da Nang, Da-Nang, Đà Nẵng, Việt Nam",199.0,21,1.2,4.8,0,0,0,0,1,0,0,0
373,Capital O 1200 Salem Riverside Hotel,"323,  Tran Hung Dao, An Hai Bac, Son Tra, Da Nang, 50207, Viet Nam, Da-Nang, Đà Nẵng, Việt Nam",513.0,25,1.8,3.3,0,0,1,0,1,1,0,0
374,Honey Hotel Da Nang,"1064 Ngo Quyen, Ward An Hai Tay, District Son Tra, Đà Nẵng, Việt Nam",250.0,19,1.3,3.4,0,0,1,0,1,1,0,0
375,Soho Boutique Hotel,"25 Ha Bong, Đà Nẵng, Việt Nam",1105.0,28,0.2,4.6,1,1,1,1,1,0,1,0
376,Homestay Da Nang Full House,"39 Tôn Đức Thắng, Đà Nẵng, Việt Nam",354.0,20,1.7,1.4,0,1,1,1,1,1,0,0
377,Eden Plaza Da Nang Hotel,"5 Duy Tan, Đà Nẵng, Việt Nam",953.0,30,3.2,1.3,0,1,1,0,1,1,1,0
378,Moskva Motel & Apartment Danang,"1403 Khu B2-39, Khu đô thị Bàu Tràm Lakeside, Phường Hoà Hiệp Nam, Quận Liên Chiểu, Đà Nẵng 1403 Khu B2-39, Khu đô thị Bàu Tràm Lakeside, Đà Nẵng, Việt Nam",317.0,22,1.3,7.0,0,0,1,0,1,1,0,0
379,Phuong Tran Apartment and Hotel,"29 Ngo Gia Tu Street, Ward Hai Chau 1, District Hai Chau, Đà Nẵng, Việt Nam",516.0,32,1.7,2.0,1,1,1,0,1,1,0,0
380,Sunshine Home Facing My KheBeach Da Nang,"270 Võ Nguyên Giáp 3730 Muong Thanh Apartment Building, Đà Nẵng, Việt Nam",1845.0,68,0.04,4.5,0,0,1,1,1,1,0,0
381,AHA Thang Bom Apartment Da Nang,"402/1A Le Duan Street. Ward Chinh Gian, Thanh Khe District, Da Nang City, Đà Nẵng, Việt Nam",644.0,25,0.95,1.100000000000001,0,1,1,0,1,1,0,0
382,Golden Star Hotel & Apartment by THG,"12 Phan Liêm, Đà Nẵng, Việt Nam",700.0,25,0.3,4.3,0,1,1,1,1,1,1,0
383,Euro Star Riverside Hotel,"198 Trần Hưng Đạo, Sơn Trà, Đà Nẵng, Việt Nam",522.0,20,1.6,3.1,0,1,1,0,1,1,0,0
384,New Orient Hotel Da Nang,"20 Dong Da, Hai Chau District, Đà Nẵng, Việt Nam",1442.0,30,2.3,3.2,1,1,1,0,1,1,1,0
385,Gio Bien 2 Hotel by THG,"49 Tran Bach Dang, Phuoc My, Son Tra, Đà Nẵng, Việt Nam",600.0,22,0.15,4.5,0,0,1,1,1,1,0,0
386,Tehana Beach Hotel Da Nang,"388 Võ Nguyên Giáp, P.Mỹ An, Q.Ngũ Hành Sơn, Đà Nẵng, Việt Nam",374.0,22,0.25,4.5,0,1,1,1,1,1,1,0
387,Bambu Hotel,"79-81 Lê Văn Duyệt, Đà Nẵng, Việt Nam",405.0,26,2.5,4.3,0,0,0,0,1,0,0,0
388,Chi House Danang Hotel and Apartment,"42 Lam Hoanh, Đà Nẵng, Việt Nam",1341.0,28,0.1,4.6,1,1,1,0,1,1,1,0
389,Phuc Long Hotel,"54 Ha Bong , Đà Nẵng, Việt Nam",287.0,15,0.2,4.6,0,1,1,0,0,1,0,0
390,The Dream Suite,"121-123 Ha Bong, Phuoc My, Son Tra, Đà Nẵng, Việt Nam",1447.0,40,0.2,4.6,1,1,1,1,1,1,1,0
391,Mường Thanh Luxury Đà Nẵng Apartment,"51 Trần Bạch Đằng, Đà Nẵng, Việt Nam",1350.0,70,0.05,4.5,1,0,1,0,1,1,0,0
392,Golden Star Hotel by THG,"04-06 Phan Liem , My An, Ngu Hanh Son, Đà Nẵng, Việt Nam",650.0,25,0.2,4.4,0,1,1,1,1,1,1,0
393,Sea Phoenix Hotel Da Nang,"115 Ho Xuan Huong Strt., My An Ward, Ngu Hanh Son Dist., Đà Nẵng, Việt Nam",712.0,25,0.3,4.4,1,1,1,0,1,1,1,0
394,OYO 638 Thien Nam Hotel,"05 Đoàn Phú Tứ 05, 05 Doan Phu Tu, Hoa Khanh Bac, Lien Chieu, Da Nang, Vietnam, Da-Nang, Đà Nẵng, Việt Nam",188.0,17,2.4,4.9,0,0,1,0,1,1,0,0
395,Resort Villa Da Nang Luxurious Abogo,"107 Võ Nguyên Giáp Furama Villa Da Nang By ABogo, Đà Nẵng, Việt Nam",3616.5,120,0.15,4.7,0,1,1,0,1,1,1,0
396,CENTRAL BOUTIQUE HOTEL,"60 Đường 2/9, Phường Bình Hiên, Quận Hải Châu, Thành phố Đà Nẵng, Việt Nam, Đà Nẵng, Việt Nam",573.0,38,2.6,2.1,0,1,1,0,1,1,1,0
397,Sea Garden Hotel,"Lot 29-33 Le Van Quy, Đà Nẵng, Việt Nam",951.0,32,0.85,4.0,1,1,1,0,1,1,1,0
398,The Herriott Hotel & Suite,"Lot 7 & 8 Le Van Quy, Đà Nẵng, Việt Nam",543.0,22,0.8,4.1,1,1,1,0,1,1,0,0
399,Platinum Danang Hotel,"81 Le Quang Dao, Ngu Hanh Son, Da Nang, Đà Nẵng, Việt Nam",369.0,20,0.35,4.2,0,1,1,0,1,1,0,0
400,Koi Apartment,"96 Đường Mai Thúc Lân, Đà Nẵng, Việt Nam",468.0,35,0.65,3.9,0,0,1,1,0,1,0,0
401,OYO 805 Pegasus Homestay,"So K35/43 Duong Dinh Nghe (Thua dat So 179 , to ban do so 26)  Phuoc My, Son Tra, Đà Nẵng, Việt Nam",261.0,25,0.25,4.5,0,0,0,0,1,0,0,0
402,Bliss Luxury Hotel & Spa,"30 An Đồn 6, An Hải Bắc, quận Sơn Trà, Đà Nẵng, Việt Nam",881.0,22,0.85,4.1,1,0,1,0,1,1,0,0
403,Hummer Hotel & Apartment Da Nang Beach,"07 An Thượng 29 Lô E7, phường Mỹ An, quận Ngũ Hành Sơn, Đà Nẵng, Việt Nam",673.0,30,0.2,4.3,0,1,1,1,1,1,0,0
404,Santori Hotel Da Nang Bay,"769 Nguyen Tat Thanh, Đà Nẵng, Việt Nam",709.0,22,0.01,1.100000000000001,1,1,1,1,1,1,1,0
405,Hoang Sa Hotel,"54 - 56 Duong Dinh Nghe, Đà Nẵng, Việt Nam",462.0,20,0.75,4.1,0,1,1,0,1,1,0,0
406,Maha Mangala Zen Garden & Residence,"J.02 The Ocean Villas, Truong Sa Road, Ward Ngu Hanh Son, Da Nang, Đà Nẵng, Việt Nam",3616.5,70,0.02,7.099999999999999,0,1,1,0,1,1,1,0
407,7 Seven Sea Hotel,"150 Vo Nguyen Giap, Phuoc My Ward, Son TraTrà, Thành phố Đà Nẵng, Đà Nẵng, Việt Nam",925.0,22,0.15,4.9,1,1,1,1,1,1,1,0
408,Mina Home Đà Nẵng,"92-94 Thạch Lam, Đà Nẵng, Việt Nam",374.0,18,0.25,4.4,0,0,1,0,1,1,0,0
409,Vom Vom Garden House,"Đường Tứ Ngân 01, Đà Nẵng, Việt Nam",292.0,25,4.3500000000000005,7.099999999999999,0,0,1,0,1,0,0,0
410,Khoi Nguon,"97 Nguyễn Tri Phương, Đà Nẵng, Việt Nam",292.0,15,2.0,1.100000000000001,0,0,0,0,1,1,0,0
411,Minh Toan Galaxy Hotel,"306, 2/9 street, Đà Nẵng, Việt Nam",996.0,30,2.9,1.7,1,1,1,0,1,1,1,0
412,OYO 1187 Suoi Da Motel,"26 , 26 Suối Đá 1, Thọ Quang, Phường Thọ Quang, Quận Sơn Trà, Thành phố Đà Nẵng, Việt Nam, Da-Nang, Đà Nẵng, Việt Nam",223.0,15,0.1,7.099999999999999,0,0,1,0,1,1,0,0
413,Calix Hotel Da Nang,"171-173 Vo Van Kiet, An Hai Dong Ward, Son Tra District , Đà Nẵng, Việt Nam",881.0,20,0.9,3.8,1,1,1,0,1,1,0,0
414,Loka Home & Yoga,"55 Cao Bá Quát, Đà Nẵng, Việt Nam",544.0,20,1.7,3.1,0,0,1,0,1,1,0,0
415,Monaco Hotel & Spa Đà Nẵng,"99 Dương Đình Nghệ, Đà Nẵng, Việt Nam",660.0,20,0.55,4.3,1,0,1,0,1,1,1,0
416,Cherry Boutique Hotel,"33 Đỗ Bí, Đà Nẵng, Việt Nam",720.0,36,0.2,4.4,1,1,1,1,1,1,1,0
417,Kim Ngan Phat Deluxe Apartment,"Căn Hộ Mường Thanh - Đà Nẵng Kiot20, Chung cư cao cấp Mường Thanh Đà Nẵng, Đà Nẵng, Việt Nam",1399.0,66,0.05,4.5,1,1,1,1,1,1,0,0
418,OYO 1223 Vt New Day Hotel,"33, Ngo Cao Lang, Phuong Tho Quang, Quan Son Tra, Da Nang, Viet  Nam, Da-Nang, Đà Nẵng, Việt Nam",285.0,15,0.3,7.0,0,0,1,0,1,1,0,0
419,CTN Homestay,"29 An Đồn 6, Đà Nẵng, Việt Nam",542.0,30,0.85,4.1,0,1,1,0,0,1,1,0
420,OYO 553 Truong Giang Hotel,"417 Đường Trần Hưng Đạo, Đà Nẵng, Việt Nam",292.0,25,1.8,3.0,0,0,1,0,1,1,0,0
421,Royal 98 Hotel & Apartment,"98 Lê Thước, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng, Việt Nam",1206.0,40,0.6,4.5,1,1,1,0,1,0,0,0
422,Shiny Homestay Da Nang,"Nguyễn Xiển Lô 369 Nguyễn Xiển, P. Hoà Hải, Q. Ngũ Hành Sơn, TP. Đà Nẵng, Đà Nẵng, Việt Nam",359.0,20,0.8,5.0,0,0,1,0,1,1,0,0
423,Abogo Villa Pool City Center Near Beach Of Da Nang,"32 Đinh Đạt, Đà Nẵng, Việt Nam",3616.5,120,0.2,5.0,1,1,1,0,1,1,0,0
424,IKIGAI Dorm Hostel - Danang Beach,"227 Nguyễn Văn Thoại 227/3 Nguyễn Văn Thoại, Đà Nẵng, Việt Nam",313.0,16,0.2,4.4,0,0,0,0,1,0,0,0
425,CHIN Stays - Han River,"60 Tran Phu, Đà Nẵng, Việt Nam",376.0,20,2.4,2.6,0,0,0,0,1,0,0,0
426,Danang Pool Villas Resort & Spa My Khe Beach,"107 Vo Nguyen Giap Street, Ngu Hanh Son District, Đà Nẵng, Việt Nam",3616.5,120,0.25,4.6,1,1,1,0,1,0,1,0
427,N Home,"6 An Thượng 39, Đà Nẵng, Việt Nam",330.0,15,0.45,4.1,0,0,0,1,1,0,1,0
428,Oriental Danang,"229 Nguyễn Văn Linh, Phường Thạc Gián, Quận Thanh Khê, Thành phố Đà Nẵng, Đà Nẵng, Việt Nam",798.0,40,2.0,1.2,1,0,1,0,1,1,0,0
429,Stay Hotel,"119 3/2 Street, Đà Nẵng, Việt Nam",870.0,32,2.2,3.2,1,1,0,0,1,1,1,0
430,Lucia Beach Hotel,"25 Dương Đình Nghệ, Đà Nẵng, Việt Nam",562.0,25,0.25,4.6,0,1,1,1,1,0,0,0
431,Da Nang Daisy Apartment,"51 Tran Bach Dang, Muong Thanh Luxury Da Nang, Ngu Hanh Son, Đà Nẵng, Việt Nam",1550.0,65,0.1,4.4,0,1,1,1,1,1,0,0
432,Kiên Cường 2 Hotel,"Lot 16-17-18, Do Ba, My Khe, Đà Nẵng, Việt Nam",500.0,28,0.15,4.4,0,1,1,0,1,1,1,0
433,SUMO HOTELS,"11 An Trung Đông 3 số 11, Đà Nẵng, Việt Nam",500.0,25,1.2,3.6,0,0,1,1,1,1,1,0
434,Nếp Home,"35/21A Dương Đình Nghệ, Đà Nẵng, Việt Nam",421.0,22,0.25,4.5,1,1,1,1,1,1,0,0
435,Langmandi Hotel & Apartment,"99 Đường Ngô Thì Sĩ, Đà Nẵng, Việt Nam",460.0,30,0.35,4.2,0,1,1,0,1,1,0,0
436,Fansipan Da Nang Hotel,"424 Võ Nguyên Giáp, Đà Nẵng, Việt Nam",529.0,25,0.3,4.4,0,1,1,0,1,1,0,0
437,Liberty Hotel Đà Nẵng,"26 Phạm Phú Thứ, Hải Châu, Đà Nẵng, Đà Nẵng, Việt Nam",442.0,25,2.4,2.5,0,0,0,0,0,0,0,0
438,Gom House,"10 Đinh Đạt, Đà Nẵng, Việt Nam",719.0,35,0.2,5.0,1,0,1,1,1,0,0,0
439,The Ocean Estates By Abogo,"Trường Sa, Ngũ Hành Sơn, Đà Nẵng The Ocean Estates Abogo, Đà Nẵng, Việt Nam",3616.5,120,0.25,7.099999999999999,1,1,1,0,1,1,1,0
440,VernalHome Boutique Danang,"27 Lưu Quang Thuận, Đà Nẵng, Việt Nam",1707.0,33,0.65,4.0,1,1,1,0,1,1,0,0
441,Dam Tien Hotel,"Lot 14 Pham Van Dong, Đà Nẵng, Việt Nam",303.0,25,0.35,4.5,0,1,1,1,1,1,0,0
442,Hana Hotel & Apartment Da Nang,"21 An Đồn 6, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam 8, Đà Nẵng, Việt Nam",644.0,40,0.9,4.0,1,1,0,1,1,1,0,0
443,OYO 1219 Thien Han Phat Hotel,"580 Nguyễn Hữu Thọ, Đà Nẵng, Việt Nam",304.0,20,4.3500000000000005,1.100000000000001,0,0,1,0,1,1,0,0
444,TIA Wellness Resort - Spa Inclusive,"109 Vo Nguyen Giap Street, Khue My Ward, Ngu Hanh Son District, Đà Nẵng, Việt Nam",3616.5,106,0.25,5.0,1,1,1,0,1,0,1,0
445,Mixay Boutique Hotel Da Nang,"41 Võ Nghĩa, Đà Nẵng, Việt Nam",1104.0,28,0.15,4.8,1,0,1,0,1,1,0,0
